,Unnamed: 0,ID,UserID,Origin,Destination,Time,Income,Comment,Created_at,Label
1435,1435,1002689,1000448,845,613,13,530000," راننده دوستانه برخورد کرد
",2024-04-14 06:36:58.891123,0
1436,1436,1006345,1002469,589,838,6,360000,"راننده خیلی بوق می زد
",2024-04-15 21:27:23.574637,0
1437,1437,1004983,1003795,845,860,9,310000,"در خودروی ایشان برای مسافران کتاب جهت مطالعه وجود داشت
",2024-04-15 08:20:26.189207,0
1438,1438,1003303,1002763,580,581,15,640000," رفتار نامناسب راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-14 11:23:24.371983,0
1439,1439,1005012,1004102,858,858,12,340000," راننده دوستانه برخورد کرد
",2024-04-15 08:28:33.783670,0
1440,1440,1000953,1003063,840,1017,44,1200000," در طول مسیر برا بنزین ایستادن
",2024-04-13 09:25:12.631447,0
1441,1441,1006489,1000596,593,861,20,930000,"راننده خیلی بوق می زد
",2024-04-16 03:20:51.342150,0
1442,1442,1003443,1000304,862,580,31,1020000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-14 12:28:28.647418,0
1443,1443,1002595,1000531,856,863,9,480000," تاخیر زیاد به وجود آمد
",2024-04-14 06:04:31.711268,0
1444,1444,1005738,1004308,856,589,14,470000,"رفتار راننده با من بسیار خوب بود
",2024-04-15 13:43:48.959062,0
1445,1445,1006112,1003626,612,614,10,350000," هوا گرم بود و کولر نزد
",2024-04-15 17:26:26.992019,0
1446,1446,1002893,1001805,589,856,0,530000," راننده دوستانه برخورد کرد
",2024-04-14 08:16:58.951892,0
1447,1447,1005653,1003915,594,593,13,320000," این راننده از مهارت رانندگی بالا برخوردار بود
",2024-04-15 13:03:39.051448,0
1448,1448,1007505,1004192,856,589,27,980000," رفتار نامناسب راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-16 11:01:45.772971,0
1449,1449,1003762,1004299,631,631,9,320000," رانندگی بسیار تند راننده باعث ایجاد ترس در من شد
",2024-04-14 14:46:38.734960,0
1450,1450,1007986,1003249,634,634,8,230000,"با این راننده کاملاً احساس امنیت کردم 
",2024-04-16 14:23:54.539731,0
1451,1451,1008464,1004364,1018,629,27,730000," راننده به موقع وارد محل توقف شد
",2024-04-16 19:49:10.445886,0
1452,1452,1001673,1003745,863,594,46,920000,"راننده به خیابان اصلا توجه نمیکرد
",2024-04-13 15:15:09.058432,0
1453,1453,1004209,1004494,849,620,8,380000,"راننده خیلی بوق می زد
",2024-04-14 20:40:17.535842,0
1454,1454,1001705,1003563,847,848,8,340000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-13 15:31:21.955563,0
1455,1455,1004027,1003994,846,861,15,450000," راننده بیدقت بود
",2024-04-14 17:19:03.311029,0
1456,1456,1002693,1001271,865,862,27,910000,"راننده بسیار بیادب بود و حتی وقتی وارد ماشین شدم بی ادبی کرد
",2024-04-14 06:41:48.590101,0
1457,1457,1005513,1000450,866,850,38,1110000,"موسیقی با صدای بلند! ازاردهنده بود!
",2024-04-15 11:59:35.041806,0
1458,1458,1000367,1003835,589,635,46,1570000,"راننده بی ادب بود
",2024-04-13 04:34:16.098737,0
1459,1459,1001895,1002824,838,838,3,510000," من از رفتار حرفهای و توجه راننده به ایمنی مسافران در طول سفر بسیار راضی بودم
",2024-04-13 17:52:24.027893,0
1460,1460,1005803,1003984,841,627,13,630000," راننده به خوبی مسیر را بست و باعث ایجاد ترافیک شد
",2024-04-15 14:12:27.404666,0
1461,1461,1002692,1001348,845,588,7,300000," پیشبینیهای راننده در مورد ترافیک دقیق و درست بود
",2024-04-14 06:39:26.225862,0
1462,1462,1002710,1004321,839,845,18,670000,"راننده بسیار بیادب بود و حتی وقتی وارد ماشین شدم بی ادبی کرد
",2024-04-14 06:48:02.036587,0
1463,1463,1001025,1002842,631,1082,7,330000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-13 10:06:05.268069,0
1464,1464,1003684,1004147,1045,1045,8,230000," این راننده موجب تأخیرم شد
",2024-04-14 14:15:34.945328,0
1465,1465,1002762,1002674,1045,1045,5,210000," راننده بسیار با ادب و حرفهای رفتار کرد و سفر را لذتبخش کرد
",2024-04-14 07:14:33.867731,0
1466,1466,1008467,1000569,848,1070,32,910000," من به طور جدی نگران ایمنی خود در طول سفر بودم به دلیل رانندگی پرخطر راننده
",2024-04-16 19:58:10.010929,0
1467,1467,1003183,1002290,855,855,6,250000," ایمنی و امنیت در طول سفر به دلیل رانندگی مسئولانه راننده برای من قابل توجه بود
",2024-04-14 10:42:13.228792,0
1468,1468,1002476,1000158,627,1018,20,640000," راننده دوستانه برخورد کرد
",2024-04-14 05:10:59.582364,0
1469,1469,1002328,1002663,1019,1019,2,230000," راننده بیمسئولیت بود
",2024-04-14 03:58:52.980870,0
1470,1470,1005735,1000886,844,589,23,730000," راننده بسیار با همدلی با من صحبت کرد
",2024-04-15 13:45:53.927623,0
1471,1471,1007588,1002925,630,623,12,350000," من به طور جدی نگران ایمنی خود در طول سفر بودم به دلیل رانندگی پرخطر راننده
",2024-04-16 11:38:10.427662,0
1472,1472,1002807,1003610,618,602,19,870000,"راننده پرخاشگر بود
",2024-04-14 07:33:40.007341,0
1473,1473,1008249,1003115,846,635,35,830000,"فوق العاده بود
",2024-04-16 16:52:01.784190,0
1474,1474,1005407,1003521,864,842,16,630000," راننده بوی عرق میداد
",2024-04-15 11:20:19.521698,0
1475,1475,1004744,1004028,853,608,17,590000," راننده بسیار حرفهای بود و در جریان سفر تمام تلاش خود را کرد
",2024-04-15 06:14:18.581454,0
1476,1476,1002260,1000138,850,602,27,1290000,"با این راننده کاملاً احساس امنیت کردم 
",2024-04-14 03:29:11.969185,0
1477,1477,1008477,1002392,1019,1030,56,1570000," این راننده موجب تأخیرم شد
",2024-04-16 20:15:01.559011,0
1478,1478,1007052,1000321,845,836,72,1520000,"راننده مودب بود
",2024-04-16 07:47:14.749861,0
1479,1479,1002588,1003531,840,589,13,490000," راننده غیرحرفهای بود و ماشین در وضعیت وحشتناکی بود
",2024-04-14 05:58:48.324803,0
1480,1480,1001791,1003464,601,579,23,1120000," نظم و تمیزی در خودرو بسیار خوب بود
",2024-04-13 16:18:07.259963,0
1481,1481,1000536,1004409,852,851,12,410000,"راننده خیلی کمک کردند به من
",2024-04-13 05:59:30.305693,0
1482,1482,1001634,1002436,1018,844,33,980000," راننده با مهارت و دقت بالا ترافیک شلوغ را به خوبی مدیریت کرد
",2024-04-13 14:57:36.357888,0
1483,1483,1004556,1004120,850,603,32,1140000," راننده بسیار مودب و حرفهای بود
",2024-04-15 04:37:36.574538,0
1484,1484,1000084,1003615,631,631,3,210000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-12 23:01:23.078068,0
1485,1485,1005855,1001108,608,631,33,830000," خواستم جایگزینی برای راننده داشته باشم که میسر نشد
",2024-04-15 14:39:36.738321,0
1486,1486,1004125,1004412,589,608,19,850000,"ماشین تمیز بود و راننده مودب
",2024-04-14 18:57:57.118818,0
1487,1487,1002203,1002363,848,601,33,1060000," راننده خیلی سریع رانندگی میکرد و من را به وحشت انداخت
",2024-04-14 02:54:41.772737,0
1488,1488,1002770,1000871,842,856,6,250000," راننده بسیار مودب و حرفهای بود
",2024-04-14 07:17:58.701718,0
1489,1489,1005229,1002386,631,601,51,1200000," راننده تاکسی عالی بود
",2024-04-15 10:00:22.843276,0
1490,1490,1002626,1001303,838,838,5,230000," سفر تاکسی آنلاین استانداردی بود
",2024-04-14 06:12:21.965814,0
1491,1491,1001249,1004491,1018,1018,17,460000,"راننده خیلی بوق می زد
",2024-04-13 11:31:20.263822,0
1492,1492,1007626,1000644,629,582,54,1310000,"راننده درخواست مبلغ اضافی کرد
",2024-04-16 11:56:36.653911,0
1493,1493,1005234,1003396,1018,1018,7,220000,"این شرکت ارائه خدمات عالی دارد
",2024-04-15 10:04:13.045257,0
1494,1494,1001956,1001930,1018,1073,35,770000," از پذیرش سفارش تا پایان سفر، همه چیز عالی بود!
",2024-04-13 19:00:19.331377,0
1495,1495,1000131,1002435,622,618,9,780000," رانندگی بسیار پرسرعت راننده باعث شد که احساس راحتی نداشته باشم
",2024-04-13 02:13:08.637010,0
1496,1496,1001227,1000097,613,1018,49,2210000," کولر روشن نکرد
",2024-04-13 11:21:38.891272,0
1497,1497,1004731,1002538,595,579,22,880000,"صدای آهنگ بلند بود و سردرد گرفتم
",2024-04-15 06:07:41.069271,0
1498,1498,1004848,1003174,580,838,20,570000," رانندگی بسیار سریع راننده باعث شد که احساس راحتی نداشته باشم
",2024-04-15 07:04:13.132850,0
1499,1499,1006195,1002490,839,866,13,450000," راننده بوی عرق میداد
",2024-04-15 18:39:39.141029,0
1500,1500,1007414,1004635,1029,1029,11,310000,"راننده خواست تا هزینه اضافی پرداخت کنم
",2024-04-16 10:31:42.718355,0
1501,1501,1005389,1000478,1017,860,38,1070000," راننده برای اطمینان من، متوقف شد
",2024-04-15 11:13:47.712824,0
1502,1502,1003364,1002538,583,582,19,820000," مسیری که راننده انتخاب کرد باعث تأخیر زیادی شد و تجربهی منفی ایجاد کرد
",2024-04-14 11:49:31.231630,0
1503,1503,1001959,1003682,603,601,11,410000," این یک تجربه تاکسی بسیار مثبت بود پر از امنیت و رفاه بود
",2024-04-13 19:02:27.940497,0
1504,1504,1002634,1000768,588,862,4,370000," رانندگی خطرناک راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-14 06:15:22.820494,0
1505,1505,1003697,1003978,1045,1045,12,320000," راننده اصلاً  قابل اطمینان نبود
",2024-04-14 14:19:00.296776,0
1506,1506,1002120,1004037,609,617,19,830000," راننده دوستانه برخورد کرد
",2024-04-14 00:52:07.631402,0
1507,1507,1005297,1003503,855,1018,34,780000," من در طول سفر به دلیل رانندگی ناایمن راننده احساس ناراحتی میکردم
",2024-04-15 10:36:57.814720,0
1508,1508,1004103,1003267,846,1082,37,950000," سطح تجربه و حرفهای بودن او قابل تحسین است
",2024-04-14 18:40:26.495946,0
1509,1509,1007628,1004541,582,584,24,980000," در حین مسافرت، راننده با من از موضوعات متنوعی گفتگو کرد و برای من یک سفر جذاب فراهم کرد
",2024-04-16 11:57:42.208269,0
1510,1510,1001687,1004431,852,602,35,850000," رانندگی بسیار سریع راننده باعث شد که احساس راحتی نداشته باشم
",2024-04-13 15:21:28.483504,0
1511,1511,1007200,1000142,594,594,10,410000,"از ماشین ناراضی هستم
",2024-04-16 08:52:59.388649,0
1512,1512,1005592,1003643,863,589,8,280000," رفتار مودبانه و حرفهای راننده باعث ایجاد تجربه مثبتی از سفر در من شد
",2024-04-15 12:35:42.718751,0
1513,1513,1008058,1004553,861,602,11,480000," راننده بسیار با ادب و حرفهای رفتار کرد و سفر را لذتبخش کرد
",2024-04-16 14:58:55.345241,0
1514,1514,1007608,1003686,629,1017,22,550000,"موسیقی با صدای بلند! ازاردهنده بود!
",2024-04-16 11:46:53.343902,0
1515,1515,1005774,1002313,1019,1019,4,180000,"راننده مدام با تلفن صحبت میکرد
",2024-04-15 13:59:12.031883,0
1516,1516,1001164,1004560,1029,1029,4,240000," راننده دوستانه برخورد کرد
",2024-04-13 11:03:02.336819,0
1517,1517,1007874,1004067,845,845,6,400000," رفتار راننده با مشتریان مناسب نبود
",2024-04-16 13:31:48.334543,0
1518,1518,1004369,1002646,589,630,18,870000," ایمنی و امنیت در طول سفر به دلیل رانندگی مسئولانه راننده برای من قابل توجه بود
",2024-04-15 03:25:23.077186,0
1519,1519,1005939,1000793,856,589,12,370000," در طول مسیر برا بنزین ایستادن
",2024-04-15 15:30:05.030497,0
1520,1520,1001528,1003891,1029,1029,15,310000," سرعت رانندگی او بسیار خطرناک بود
",2024-04-13 13:56:33.804444,0
1521,1521,1004017,1003056,580,844,35,1020000," راننده بوی عرق میداد
",2024-04-14 17:09:34.154547,0
1522,1522,1003967,1003920,617,589,39,1190000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-14 16:31:25.970736,0
1523,1523,1004665,1002912,591,586,22,860000,"راننده به خیابان اصلا توجه نمیکرد
",2024-04-15 05:40:40.459697,0
1524,1524,1004322,1000342,594,593,25,1240000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-15 03:01:01.338429,0
1525,1525,1003912,1004171,622,849,16,670000," او به صورت غیرحرفهای رفتار کرد
",2024-04-14 15:56:45.957976,0
1526,1526,1002075,1001028,623,623,6,290000," راننده بهوضوح توجهی به مسیری که طی میشد نداشت و وارد خیابان اشتباه شد
",2024-04-13 21:25:59.528169,0
1527,1527,1007997,1003709,860,863,58,1460000," راننده دوستانه برخورد کرد
",2024-04-16 14:29:22.673867,0
1528,1528,1000857,1002664,622,839,23,1060000," سفر بی مشکلی با این راننده داشتم
",2024-04-13 08:39:52.752476,0
1529,1529,1007172,1003017,1030,1029,8,310000," رانندگی خطرناک راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-16 08:42:58.370240,0
1530,1530,1006748,1000018,844,1017,29,930000," رانندگی ایمن و مسئولانه راننده باعث ایجاد احساس امنیت و آرامش در من شد
",2024-04-16 05:26:43.338081,0
1531,1531,1005721,1002982,839,839,7,350000," در طول مسیر برا بنزین ایستادن
",2024-04-15 13:32:34.219823,1
1532,1532,1002116,1000350,843,866,10,480000," راننده خوبی بود
",2024-04-14 00:39:41.483304,0
1533,1533,1003239,1002648,836,593,49,1330000," راننده به موقع رسید
",2024-04-14 11:02:46.655343,0
1534,1534,1005337,1003262,856,842,6,340000,"از کمربند ایمنی استفاده نکرده بودند
",2024-04-15 10:48:58.882315,0
1535,1535,1007688,1003858,619,620,21,640000," رانندگی بسیار سریع راننده باعث شد که احساس راحتی نداشته باشم
",2024-04-16 12:18:57.712731,0
1536,1536,1007486,1002088,838,583,18,720000," راننده دوستانه برخورد کرد
",2024-04-16 10:58:27.139272,0
1537,1537,1004165,1002472,1029,1029,31,770000," تاخیر زیاد به وجود آمد
",2024-04-14 19:41:59.866089,0
1538,1538,1001213,1003562,623,613,23,790000," در طول مسیر برا بنزین ایستادن
",2024-04-13 11:17:06.899774,0
1539,1539,1001141,1004292,1045,1045,5,250000," راننده در حین رانندگی مدام با تلفن همراه خود صحبت میکرد که باعث ایجاد ترس در من شد
",2024-04-13 10:52:30.667582,0
1540,1540,1002969,1003903,587,587,5,270000," راننده دوستانه برخورد کرد
",2024-04-14 08:57:04.231428,0
1541,1541,1000088,1002453,622,602,18,770000," رفتار مودبانه و حرفهای راننده باعث ایجاد تجربه مثبتی از سفر در من شد
",2024-04-12 23:11:28.161105,0
1542,1542,1006441,1003675,849,1121,61,2440000,"صدای آهنگ بلند بود و سردرد گرفتم
",2024-04-16 02:44:50.605228,0
1543,1543,1001583,1001313,611,602,6,440000," رفتار نامناسب راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-13 14:25:10.858596,0
1544,1544,1007251,1002930,844,843,19,720000," راننده بسیار حرفهای بود و در جریان سفر تمام تلاش خود را کرد
",2024-04-16 09:11:32.932705,0
1545,1545,1000023,1002923,1017,858,24,1180000," به نظر میرسید که حداقل ماشینش دو ماه بود که تمیز نشده
",2024-04-12 20:51:08.123206,0
1546,1546,1005737,1001553,866,629,48,1420000," رانندگی ایمن و مسئولانه راننده باعث ایجاد احساس امنیت و آرامش در من شد
",2024-04-15 13:43:03.289061,0
1547,1547,1001949,1002251,1029,1082,21,610000," او به صورت غیرحرفهای رفتار کرد
",2024-04-13 18:53:33.345167,0
1548,1548,1005275,1004102,619,846,13,510000," راننده بسیار با همدلی با من صحبت کرد
",2024-04-15 10:26:43.955754,0
1549,1549,1000609,1002746,592,582,18,630000," راننده بسیار حرفهای بود و در جریان سفر تمام تلاش خود را کرد
",2024-04-13 06:24:21.966004,0
1550,1550,1002954,1002894,630,608,19,630000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-14 08:49:23.393851,0
1551,1551,1002068,1002461,839,839,5,260000," خیلی خوب بود
",2024-04-13 21:12:51.599882,0
1552,1552,1000095,1003779,847,603,19,1320000," رفتار مودبانه و حرفهای راننده باعث ایجاد تجربه مثبتی از سفر در من شد
",2024-04-12 23:41:51.759739,0
1553,1553,1000891,1002024,1018,1053,50,1890000,"مسیریابی عالی
",2024-04-13 08:53:15.327973,0
1554,1554,1003897,1001381,845,592,12,420000," رانندگی خطرناک راننده باعث شد که بترسم
",2024-04-14 15:47:19.245626,0
1555,1555,1008222,1001275,863,838,19,560000," با سرعت بالا و بیدقت رانندگی میکرد
",2024-04-16 16:25:49.729829,0
1556,1556,1002402,1000036,631,839,60,1300000,"راننده به خیابان اصلا توجه نمیکرد
",2024-04-14 04:43:15.054807,0
1557,1557,1007313,1004566,1019,1019,14,380000," از عدم توجه راننده به راهنماییهای من برای مقصدم ناراضی شدم
",2024-04-16 09:41:44.308217,0
1558,1558,1004751,1000018,864,583,31,810000," راننده آنقدر با شتاب رانندگی میکرد که وحشت کردم
",2024-04-15 06:17:23.710752,0
1559,1559,1002517,1001644,617,856,39,1240000,"راننده خیلی خسته بود
",2024-04-14 05:24:27.902112,0
1560,1560,1005060,1001723,1082,1018,43,1080000," تاخیر زیاد به وجود آمد
",2024-04-15 08:53:46.126065,0
1561,1561,1004811,1000467,611,838,24,660000," تاخیر زیاد به وجود آمد
",2024-04-15 06:43:12.821338,0
1562,1562,1004157,1003970,836,1029,21,430000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-14 19:31:42.111192,0
1563,1563,1002808,1002912,594,838,18,670000," دیر رسید
",2024-04-14 07:37:28.207394,0
1564,1564,1005289,1002969,1018,855,22,620000,"راننده خیلی بوق می زد
",2024-04-15 10:29:53.151230,0
1565,1565,1005761,1000183,589,863,20,660000," هیچ شکایتی ندارم، اما هیچ نظر مثبتی هم ندارم
",2024-04-15 13:56:17.418858,0
1566,1566,1004573,1001167,839,601,27,1040000," راننده دوستانه برخورد کرد
",2024-04-15 04:47:50.711520,0
1567,1567,1005195,1002098,836,836,7,240000,"راننده خواب آلود بود
",2024-04-15 09:44:53.364940,0
1568,1568,1003558,1000954,589,589,17,500000,"کوار روشن کردند
",2024-04-14 13:24:03.015276,0
1569,1569,1000090,1002703,863,840,7,380000," ایمنی و امنیت در طول سفر به دلیل رانندگی مسئولانه راننده برای من قابل توجه بود
",2024-04-12 23:15:51.273023,0
1570,1570,1002759,1000819,867,629,9,390000," سفر با این راننده صرفهجویی در زمان بود
",2024-04-14 07:12:35.831110,1
1571,1571,1007012,1004407,592,866,23,770000," رفتار نامناسب راننده باعث شد که سفر به کابوس تبدیل شود
",2024-04-16 07:21:33.847626,0
1572,1572,1004435,1000564,853,1018,17,630000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-15 03:46:13.522259,0
1573,1573,1003423,1004608,866,839,19,910000," راننده قبل از شروع سفربه ترافیک مسلط بود
",2024-04-14 12:17:42.474328,0
1574,1574,1008388,1000790,846,846,4,220000,"در خودروی ایشان برای مسافران کتاب جهت مطالعه وجود داشت
",2024-04-16 18:30:57.253960,0
1575,1575,1000339,1003495,844,586,21,1200000," با سرعت بالا و بیدقت رانندگی میکرد
",2024-04-13 04:16:04.954140,0
1576,1576,1007725,1003891,1029,1029,5,210000," راننده بسیار مودب و حرفهای بود
",2024-04-16 12:29:10.490754,0
1577,1577,1007832,1000667,601,608,40,1100000," راننده آنقدر با شتاب رانندگی میکرد که وحشت کردم
",2024-04-16 13:14:54.053330,0
1578,1578,1001768,1001015,842,836,56,1690000," به نظر میرسید که حداقل ماشینش دو ماه بود که تمیز نشده
",2024-04-13 16:08:52.008111,0
1579,1579,1007983,1003854,614,586,44,1380000," رفتار راننده با مشتریان مناسب نبود
",2024-04-16 14:22:33.879149,0
1580,1580,1008443,1001217,1029,1029,12,230000,"راننده خیلی خسته بود
",2024-04-16 19:22:10.635410,0
1581,1581,1000411,1001105,591,838,17,750000," رفتار نامناسب راننده باعث شد که سفر به کابوس تبدیل شود
",2024-04-13 04:53:05.676597,0
1582,1582,1008002,1002337,1018,589,44,1240000,"بسیار کند رانندگی میکردند
",2024-04-16 14:30:37.433016,0
1583,1583,1008124,1000541,856,601,18,610000,"راننده حتی به من نکات خوبی درباره رستورانهای محلی گفتن
",2024-04-16 15:30:33.891027,0
1584,1584,1004307,1004021,848,601,22,750000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-15 02:52:13.965898,0
1585,1585,1002401,1000378,839,843,8,400000," سرعت رانندگی او بسیار خطرناک بود
",2024-04-14 04:39:54.697960,1
1586,1586,1004227,1000151,629,629,4,260000,"راننده با تلفن حرف میزد
",2024-04-14 21:14:41.447762,0
1587,1587,1007264,1000021,587,838,30,880000," رانندگی خطرناک راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-16 09:17:00.365945,0
1588,1588,1004111,1002918,1029,836,29,640000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-14 18:46:59.283924,0
1589,1589,1003313,1002764,586,1018,42,1550000,"راننده بسیار بیادب بود و حتی وقتی وارد ماشین شدم بی ادبی کرد
",2024-04-14 11:29:12.818820,0
1590,1590,1004130,1000151,863,593,25,710000,"صدای آهنگ بلند بود و سردرد گرفتم
",2024-04-14 19:01:32.324984,0
1591,1591,1000617,1000036,631,631,5,180000," راننده به موقع وارد محل توقف شد
",2024-04-13 06:26:38.644776,0
1592,1592,1000359,1001185,1018,1018,17,740000," راننده بسیار با همدلی با من صحبت کرد
",2024-04-13 04:27:24.058912,0
1593,1593,1008010,1003529,836,836,1,180000," سرعت راننده یکم بالا بود
",2024-04-16 14:34:04.576084,0
1594,1594,1003506,1000200,595,582,26,860000," هوا گرم بود و کولر نزد
",2024-04-14 12:57:16.446244,0
1595,1595,1007665,1001218,589,589,6,240000," خیلی با سرعت میرفت
",2024-04-16 12:10:43.346502,0
1596,1596,1006614,1003572,603,580,27,930000," هوا گرم بود و کولر نزد
",2024-04-16 04:26:04.329461,0
1597,1597,1005541,1004305,1029,601,83,2310000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-15 12:12:28.754912,0
1598,1598,1001150,1000533,581,583,6,410000," راننده دوستانه برخورد کرد
",2024-04-13 10:55:49.651861,0
1599,1599,1002827,1004409,852,865,20,660000," رانندگی خطرناک راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-14 07:42:06.429415,0
1600,1600,1000746,1002023,593,589,30,900000," سطح تجربه و حرفهای بودن او قابل تحسین است
",2024-04-13 07:31:27.401750,0
1601,1601,1004725,1001175,863,589,13,400000,"بهترین سفرم بود
",2024-04-15 06:07:10.040059,0
1602,1602,1000393,1004599,857,863,38,1270000," این سفر یکی از بهترین تجاربم بود
",2024-04-13 04:46:09.730245,0
1603,1603,1000136,1002351,846,838,16,830000," هوا گرم بود و کولر نزد
",2024-04-13 02:18:12.967531,0
1604,1604,1005007,1001065,842,842,6,220000," راننده بدون کنترل رانندگی میکرد و حس امنیت را از من گرفت
",2024-04-15 08:28:24.991322,0
1605,1605,1007906,1003451,839,839,6,290000," رفتار نامناسب راننده باعث شد که دیگر از این شرکت تاکسی آنلاین استفاده نکنم
",2024-04-16 13:46:34.660070,0
1606,1606,1006642,1002390,587,591,7,300000," ماشین شدیدا بوی بنزین میداد
",2024-04-16 04:40:20.406474,0
1607,1607,1005426,1004418,634,634,8,180000," او به صورت غیرحرفهای رفتار کرد
",2024-04-15 11:24:18.768103,0
1608,1608,1000010,1003702,617,1070,53,2270000," تاخیر زیاد به وجود آمد
",2024-04-12 20:40:15.349469,0
1609,1609,1000253,1004197,1018,1018,9,310000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-13 03:35:04.659894,0
1610,1610,1001819,1004528,858,619,23,580000,"تجربه لذتبخش بود
",2024-04-13 16:44:30.967870,0
1611,1611,1004740,1001471,602,601,9,280000," من دیگر هرگز از این شرکت تاکسی آنلاین استفاده نخواهم کرد به دلیل سوء رفتار راننده
",2024-04-15 06:14:01.443498,0
1612,1612,1002603,1003975,593,591,14,510000,"راننده حتی به من نکات خوبی درباره رستورانهای محلی گفتن
",2024-04-14 06:04:18.966973,0
1613,1613,1001040,1001886,594,861,24,760000," این یک تجربه تاکسی بسیار مثبت بود پر از امنیت و رفاه بود
",2024-04-13 10:10:03.743610,0
1614,1614,1006477,1003117,1017,1017,9,330000," راننده بوی عرق میداد
",2024-04-16 03:13:41.676392,0
1615,1615,1003322,1000854,839,582,28,960000,"راننده بسیار بهموقع رسید
",2024-04-14 11:32:33.807124,0
1616,1616,1005305,1000601,579,838,27,780000," راننده خیلی سریع رانندگی میکرد و من را به وحشت انداخت
",2024-04-15 10:38:42.665049,0
1617,1617,1007849,1002032,1029,1029,19,400000," راننده در حین رانندگی مدام با تلفن همراه خود صحبت میکرد که باعث ایجاد ترس در من شد
",2024-04-16 13:24:10.850345,0
1618,1618,1006481,1002097,856,839,18,780000," خیلی خوب بود که راننده من را از ترافیک نجات کرد
",2024-04-16 03:16:30.237842,0
1619,1619,1004745,1000863,846,582,34,1110000," خیلی به من احترام گذاشت
",2024-04-15 06:14:24.933342,0
1620,1620,1005913,1000262,842,863,15,490000,"ماشین بوی خوبی میداد
",2024-04-15 15:12:02.013421,0
1621,1621,1006994,1000480,1019,1018,17,380000,"راننده حتی به من نکات خوبی درباره رستورانهای محلی گفتن
",2024-04-16 07:14:22.210961,0
1622,1622,1006615,1000215,623,842,48,1110000," راننده بیحوصله بود
",2024-04-16 04:25:46.822275,0
1623,1623,1000300,1003592,857,602,29,1390000," رفتار مودبانه و حرفهای راننده باعث ایجاد تجربه مثبتی از سفر در من شد
",2024-04-13 03:59:48.771028,0
1624,1624,1005952,1001854,617,594,17,450000,"واااای، راننده که خیلی خوب و صمیمی بود!
",2024-04-15 15:36:13.821345,0
1625,1625,1001119,1002795,1082,836,8,390000," هوا گرم بود و کولر نزد
",2024-04-13 10:46:41.302387,0
1626,1626,1001128,1004119,608,844,12,410000," رانندگی خطرناک راننده باعث شد که به طور جدی از امنیت خود نگران باشم
",2024-04-13 10:46:30.786385,0
1627,1627,1007843,1000250,589,589,10,280000," راننده اصلاً  قابل اطمینان نبود
",2024-04-16 13:21:15.201701,0
1628,1628,1005929,1003756,859,592,20,660000," هوا گرم بود و کولر نزد
",2024-04-15 15:20:11.576569,0
1629,1629,1007142,1002067,846,582,24,730000," راننده حین سفر سیگار میکشید
",2024-04-16 08:30:32.968097,0
1630,1630,1000483,1003942,609,844,31,1410000," بیتوجهی راننده به قوانین باعث شد که تجربه من از آن سفر بسیار ناخوشایند باشد
",2024-04-13 05:27:57.381630,0
1631,1631,1004597,1004039,587,589,32,950000," راننده توانایی بالایی داشت
",2024-04-15 05:04:09.944908,0
1632,1632,1005093,1001535,603,838,19,660000," نظم و تمیزی در خودرو بسیار خوب بود
",2024-04-15 09:05:05.858732,0
1633,1633,1005791,1000610,862,587,41,1380000," رفتار مودبانه و حرفهای راننده باعث ایجاد تجربه مثبتی از سفر در من شد
",2024-04-15 14:09:51.369056,0
1634,1634,1002928,1004261,587,580,4,270000,"بهترین سفرم بود
",2024-04-14 08:31:58.376231,0
1635,1635,1001039,1004001,1030,1030,27,730000," راننده با مهارت بالایی ترافیک شلوغ شهر را دور زد
",2024-04-13 10:10:22.305259,0
1636,1636,1002859,1003563,629,627,21,550000," راننده بسیار مودب و حرفهای بود
",2024-04-14 07:58:22.837070,0
